name,address,city,state,zip,phone,has_website,website_url,google_rating,review_count,trade,status,notes,last_contacted
"Graham Construction, a 3G Company","421 Grand Ave, Des Moines, IA 50309, USA","Des Moines","IA","50309","(515) 244-1279","YES","https://www.3gcos.com/#utm_source=GBP&utm_campaign=UTM","4.3","9","general_contractor","NEW","",""
"Lil' Brother Construction","2025 E Grand Ave, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 279-5310","YES","https://www.lbc-dsm.com/","4.7","27","general_contractor","NEW","",""
"All Iowa Construction","4685 Merle Hay Rd Ste 205, Des Moines, IA 50322, USA","Des Moines","IA","50322","(515) 974-7018","YES","http://www.alliowaconstruction.com/","4.9","19","general_contractor","NEW","",""
"GLC Construction LLC","2219 E 21st St, Des Moines, IA 50317, USA","Des Moines","IA","50317","(515) 805-1067","YES","https://www.glcconstructionllc.com/","5","32","general_contractor","NEW","",""
"DLR Construction LLC","808 SW Cherry St Suite 104, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 349-6128","YES","https://www.generalcontractorankenyia.com/","4.7","43","general_contractor","NEW","",""
"Kaufman Construction","1848 Fuller Rd Suite 1, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 225-6140","YES","http://www.kaufmanconstruction.com/","4.4","23","general_contractor","NEW","",""
"Turner Construction Company","4200 Corporate Dr Suite 180, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 631-5215","YES","http://www.turnerconstruction.com/office-network/des-moines","4.5","14","general_contractor","NEW","",""
"Top Tier Construction LLC","220 2nd St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 305-4335","YES","https://toptierconstructionllc.org/#266c7086-da87-4ad4-85ab-a72e8a4174ac","5","70","general_contractor","NEW","",""
"Zenith Design + Build","1492 NW 86th St, Clive, IA 50325, USA","Clive","IA","50325","(515) 518-0237","YES","https://www.zenithdesignbuild.com/?utm_campaign=gmb","4.8","112","general_contractor","NEW","",""
"Red House Remodeling","404 5th St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 222-2273","YES","http://www.redhouseremodeling.com/","4.8","17","general_contractor","NEW","",""
"Dunlap Remodeling","3301 Eula Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 777-2643","YES","https://www.dunlapremodeling.com/","5","53","general_contractor","NEW","",""
"Hartman Construction & Remodeling","4910 Urbandale Ave, Des Moines, IA 50310, USA","Des Moines","IA","50310","(515) 278-1866","YES","http://www.hartmanconstruction.com/","4.8","31","general_contractor","NEW","",""
"Aim Kitchen & Bath","2624 Beaver Ave, Des Moines, IA 50310, USA","Des Moines","IA","50310","(515) 329-9805","YES","https://www.aimkitchenbath.com/?utm_campaign=gmb","4.9","60","general_contractor","NEW","",""
"Reese Design + Build","5751 NE 22nd St #406, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 201-8944","YES","http://www.reesebuilders.com/","5","44","general_contractor","NEW","",""
"Showtime Homes | Des Moines' Luxury Home Builder","2936 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 478-6163","YES","http://showtimehomes.com/","4.8","21","general_contractor","NEW","",""
"Remodelworks!","1500 NW Gettysburg Ln #125, Waukee, IA 50263, USA","Waukee","IA","50263","(515) 987-5501","YES","https://remodelworksdb.com/","5","29","general_contractor","NEW","",""
"Home Remodeling","E Douglas Ave, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 419-6731","NO","","N/A","0","general_contractor","NEW","",""
"Clear Choice Bath","260 S 1st St, Carlisle, IA 50047, USA","Carlisle","IA","50047","(800) 484-2833","YES","https://www.clearchoicebath.com/des-moines/","4.8","80","general_contractor","NEW","",""
"KBS Remodeling & Restoration","3296 NW Prairie Ln Suite A, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 360-1620","YES","https://kbsiowa.com/","4.8","84","general_contractor","NEW","",""
"Scott's Home Renewal","676 44th St, Des Moines, IA 50312, USA","Des Moines","IA","50312","(515) 975-6916","YES","https://www.scottshomerenewal.com/","5","3","general_contractor","NEW","",""
"Denovo Construction Solutions","300 4th St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 505-1740","YES","http://www.teamdenovo.com/","5","18","general_contractor","NEW","",""
"Hubbell Construction Services","6900 Westown Pkwy, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 243-3228","YES","https://hubbellrealty.com/businesses/constructions-services","4.5","19","general_contractor","NEW","",""
"Corell Contractor Inc","1300 Lincoln St, West Des Moines, IA 50265, USA","West Des Moines","IA","50265","(515) 221-9669","YES","http://www.corellcontractor.com/","4.2","31","general_contractor","NEW","",""
"515 Exteriors","6800 Lake Dr Suite 205, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 402-3321","YES","http://www.515exteriors.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=8945463730021908991","4.9","60","general_contractor","NEW","",""
"Revived Interiors","230 S 68th St Suite 1102, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 207-4887","YES","https://revived-interiors.com/?utm_campaign=gmb&utm_medium=organic&utm_source=gbp","4.7","14","general_contractor","NEW","",""
"MIR Homes Inc","4009 NW 181st St, Clive, IA 50325, USA","Clive","IA","50325","(515) 229-9879","YES","https://www.mir-homes.com/","5","19","general_contractor","NEW","",""
"FE Remodeling LLC","1948 NW 92nd Ct, Clive, IA 50325, USA","Clive","IA","50325","(515) 559-6371","YES","https://www.feremodeling.com/","5","1","general_contractor","NEW","",""
"Wash-New Remodeling Des Moines","3711 SE Brooks Dr, Des Moines, IA 50320, USA","Des Moines","IA","50320","(515) 478-5644","YES","https://washnewremodeling.com/","5","3","general_contractor","NEW","",""
"Buresh Home Solutions, Inc.","9379 Swanson Blvd, Clive, IA 50325, USA","Clive","IA","50325","(515) 274-2957","YES","https://bureshhomesolutions.com/","4.8","195","general_contractor","NEW","",""
"Bau+Idee Construction Inc","145 91st Street, West Des Moines, IA 50266, USA","West Des Moines","IA","50266","(515) 729-2685","YES","http://bauideeinc.com/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=16925205608749256462","5","12","general_contractor","NEW","",""
"T & E Construction Inc.","524 SW 32nd Ct, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 208-5536","YES","http://www.teconstructioninc.net/","5","16","general_contractor","NEW","",""
"J & G Builders LLC","1305 NE 28th St, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 979-6905","YES","http://www.jandgbuilders.net/","5","6","general_contractor","NEW","",""
"Ultimate Construction","1101 SW Ordnance Rd, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 971-9943","YES","https://www.ultimateconstructionia.com/","5","7","general_contractor","NEW","",""
"Strahan Construction Inc","477 SW Camden Dr, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 238-7414","YES","http://www.strahanconstruction.com/","5","42","general_contractor","NEW","",""
"Elk River Contracting LLC","3607 NE Otter View Cir Suite 102, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 419-8163","YES","http://elkrivercontracting.com/","5","18","general_contractor","NEW","",""
"Ankeny Home Services","3124 SW Chestnut Ct, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 979-3500","YES","http://www.facebook.com/ankenyhomeservices","5","2","general_contractor","NEW","",""
"Elevated Builders","1011 N Ankeny Blvd #1141, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 446-8126","YES","http://www.elevatedbuilders.com/","5","24","general_contractor","NEW","",""
"Bel-Aire Builders, LTD.","117 NE Bel-Aire Rd, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 238-3656","NO","","5","3","general_contractor","NEW","",""
"Euro Construction LLC","1005 NW Campus Ridge Ct, Ankeny, IA 50023, USA","Ankeny","IA","50023","(347) 483-8526","NO","","5","1","general_contractor","NEW","",""
"Customs by Ramey","2018 NW Logan St, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 421-3558","NO","","5","3","general_contractor","NEW","",""
"Keen Project Solutions","3001 SE Convenience Blvd Suite 101, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 233-1244","YES","https://www.keenprojectsolutions.com/","3.9","7","general_contractor","NEW","",""
"A-1 Basement Finishing","2123 SW Cascade Falls Dr, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 605-0954","YES","https://a1basementfinishing.com/","5","38","general_contractor","NEW","",""
"Contractors Group Inc","413 SW Cherry St, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 964-3449","NO","","4","4","general_contractor","NEW","",""
"Rognes Corporation","1609 N Ankeny Blvd Suite 210, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 965-0030","YES","https://www.rognescorp.com/","5","1","general_contractor","NEW","",""
"Caliber Homes Iowa","309 E 1st St, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 290-3971","YES","http://www.caliberhomes.com/","5","108","general_contractor","NEW","",""
"Redwood Builders Iowa","5007 SE Rio Ct, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 371-3009","YES","http://www.redwoodbuildersiowa.com/","5","18","general_contractor","NEW","",""
"Trent Contracting","225 NW 18th St Suite 105, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 778-0146","YES","https://trentcontracting.com/","5","14","general_contractor","NEW","",""
"The Kitchen & Bath Company","210 S Ankeny Blvd, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 964-4556","YES","https://www.thekitchenandbathcompany.com/","4.9","89","general_contractor","NEW","",""
"Artisan Homes and Renovations","6725 NW 8th Ct, Des Moines, IA 50313, USA","Des Moines","IA","50313","(515) 313-1700","YES","http://www.iowahomerenovations.com/","4.8","6","general_contractor","NEW","",""
"CBR Construction","2018 NW Logan St, Ankeny, IA 50023, USA","Ankeny","IA","50023","(515) 421-3558","YES","https://www.cbr-construction.com/","5","3","general_contractor","NEW","",""
"ICT Home Pros","1673 NE 70th Ave, Ankeny, IA 50021, USA","Ankeny","IA","50021","(515) 499-0666","YES","https://www.icthomepros.com/","4.8","5","general_contractor","NEW","",""
"Integrity Construction","623 E Lincoln Wy, Ames, IA 50010, USA","Ames","IA","50010","(515) 268-3346","YES","http://www.buildwithintegrity.com/","4.9","38","general_contractor","NEW","",""
"Cyclone Contracting","215 Alexander Ave Suite A, Ames, IA 50010, USA","Ames","IA","50010","(515) 292-4629","YES","https://cyclonecontracting.com/","4.9","195","general_contractor","NEW","",""
"Story Construction","2810 Wakefield Cir, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-4358","YES","https://storycon.com/","5","11","general_contractor","NEW","",""
"Bowers Construction","3123 West St, Ames, IA 50014, USA","Ames","IA","50014","(319) 304-3994","NO","","5","13","general_contractor","NEW","",""
"Prestige Builders","2617 Northridge Pkwy #101, Ames, IA 50010, USA","Ames","IA","50010","(515) 451-0705","YES","http://prestigeiowa.com/","5","29","general_contractor","NEW","",""
"Woodruff Construction","2521 Bailey Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-4535","YES","http://www.woodruff.build/","5","1","general_contractor","NEW","",""
"Hickory Construction, Inc.","3116 S Duff Ave Suite 110, Ames, IA 50010, USA","Ames","IA","50010","(515) 966-4008","YES","http://www.hickoryonline.biz/","4.7","15","general_contractor","NEW","",""
"HPC, L.L.C.","120 N Sherman Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-3133","YES","http://www.haroldpikeconstruction.com/","5","4","general_contractor","NEW","",""
"Pacific Asphalt Company","522 E Lincoln Wy, Ames, IA 50010, USA","Ames","IA","50010","(515) 789-3590","NO","","5","2","general_contractor","NEW","",""
"Lakeside Contractors LLC","2232 229th Pl, Ames, IA 50014, USA","Ames","IA","50014","(515) 815-5119","YES","https://lakeside-contractors.com/","5","2","general_contractor","NEW","",""
"One Off Builders","17765 590th Ave, Nevada, IA 50201, USA","Nevada","IA","50201","(515) 802-4120","YES","http://oneoffbuildersiowa.com/","5","7","general_contractor","NEW","",""
"Baker Contracting Inc.","2316 230th St, Ames, IA 50014, USA","Ames","IA","50014","(515) 451-4793","YES","http://bakercontracting.us/","4.3","6","general_contractor","NEW","",""
"Miner Construction","1608 Jackson Dr, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-5903","NO","","5","1","general_contractor","NEW","",""
"Prairieland Homes","2610 Northridge Pkwy STE 107, Ames, IA 50010, USA","Ames","IA","50010","(515) 292-3479","YES","http://www.prairielandhomes.com/","5","9","general_contractor","NEW","",""
"Henkel Construction Co","2500 Ford St, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-7072","YES","http://henkelconstruction.com/","3.8","10","general_contractor","NEW","",""
"J&J Carpentry","427 13th St, Ames, IA 50010, USA","Ames","IA","50010","(712) 308-2004","NO","","5","1","general_contractor","NEW","",""
"Original Homes","106 Shepard St, Gilbert, IA 50105, USA","Gilbert","IA","50105","(303) 519-6711","YES","https://www.originalhomes.org/","5","1","general_contractor","NEW","",""
"Iowa Home Doc, LLC","1007 Weber St, Kelley, IA 50134, USA","Kelley","IA","50134","(515) 708-3819","YES","https://www.iowahomedoc.com/","5","1","general_contractor","NEW","",""
"Iowa Home Crafters","1175 McCormick Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 292-5274","YES","http://iowahomecrafters.com/","4.4","7","general_contractor","NEW","",""
"Avec Design+Build","131 Main St, Ames, IA 50010, USA","Ames","IA","50010","(515) 233-4641","YES","https://www.avecdesignbuild.com/","5","5","general_contractor","NEW","",""
"Cyclone Contracting","4269 Cameron School Rd, Ames, IA 50014, USA","Ames","IA","50014","(515) 292-4629","YES","https://cyclonecontracting.com/","5","1","general_contractor","NEW","",""
"Tasteful Homes Ames","2715 Northridge Pkwy #101, Ames, IA 50010, USA","Ames","IA","50010","(515) 520-3615","YES","https://tastefulhomesames.com/","4.4","7","general_contractor","NEW","",""
"Addition Doctors","2003 Owl Ave, Woodward, IA 50276, USA","Woodward","IA","50276","(515) 669-4614","YES","https://additiondoctors.com/","4.9","24","general_contractor","NEW","",""
"Laura's Cabinet Gallery, Inc.","203 Kellogg Ave, Ames, IA 50010, USA","Ames","IA","50010","(515) 232-6904","YES","https://www.laurascabinetgallery.com/","5","15","general_contractor","NEW","",""
"KRM Development, LLC","10640 Justin Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 243-1191","YES","http://www.krmcustomhomes.com/","4.7","57","general_contractor","NEW","",""
"K & V Homes","2871 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 252-9989","YES","http://kandvhomes.com/","5","36","general_contractor","NEW","",""
"ARK Homes & Remodeling","8022 Sutton Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 559-3597","NO","","5","1","general_contractor","NEW","",""
"Butzke Burch Construction","2900 Justin Dr suite g, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 985-8034","YES","http://www.butzkeburch.com/","5","2","general_contractor","NEW","",""
"Erickson Balmer Construction","2453 106th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 252-1510","YES","https://www.ericksonbalmer.com/","5","4","general_contractor","NEW","",""
"Design2Build","2771 104th St Ste F, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 210-0696","YES","https://www.d2b.design/","5","5","general_contractor","NEW","",""
"Pro Handyman Services LLC","4414 65th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 528-4761","NO","","5","11","general_contractor","NEW","",""
"Dean Paulsen & Sons Contractors Inc","7930 University Blvd # 3, Clive, IA 50325, USA","Clive","IA","50325","(515) 279-3792","YES","https://paulsencontractors.com/dean-paulsen-sons-contractors-inc-clive/","5","2","general_contractor","NEW","",""
"MinAko Homes","3843 81st St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 770-9177","YES","https://www.minakohomes.com/","5","15","general_contractor","NEW","",""
"Midwest Contractor Services","8980 Hickman Rd Suite 106, Clive, IA 50325, USA","Clive","IA","50325","(515) 313-7336","YES","https://www.mwcontractorservices.com/","5","1","general_contractor","NEW","",""
"Better Builders","2855 104th St, Urbandale, IA 50322, USA","Urbandale","IA","50322","(515) 218-7319","YES","http://www.betterbuildersiowa.com/","5","134","general_contractor","NEW","",""
"Kitchens and Bathrooms Tony LLC","6614 Oliver Smith Dr, Urbandale, IA 50322, USA","Urbandale","IA","50322","(302) 585-6053","YES","http://www.kbtony.com/","5","19","general_contractor","NEW","",""
"My Contractor","4925 NW Johnston Dr Suite A, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 480-0861","YES","https://www.mycontractordsm.com/","5","32","general_contractor","NEW","",""
"United Contractors","6678 NW 62nd Ave, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 276-6162","YES","http://www.unitedcontractors.net/","4.3","4","general_contractor","NEW","",""
"Oaks Construction","6466 Harbor Oaks Dr, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 254-1876","NO","","5","1","general_contractor","NEW","",""
"Renov8 IA, LLC","7817 NW 104th Ct, Johnston, IA 50131, USA","Johnston","IA","50131","(515) 259-0373","YES","https://renov8ia.com/","5","1","general_contractor","NEW","",""
